timestamp_ms,elapsed_s,tbr,theta_rel_pct,beta_rel_pct,tbr_thresh,tbr_calib_thresh,emgL,emgR,emgL_thresh,emgR_thresh,focus,left,right,event
1776062412213,71.074,0.433,24.5,12.84,2.6235,2.3742,128.5,8.3,40,40,1,1,0,
1776062412263,71.124,0.4909,24.25,13.29,2.6235,2.3742,95,6.5,40,40,1,1,0,
1776062412313,71.174,0.7183,23.97,13.57,2.6235,2.3742,85.5,9.1,40,40,1,1,0,
1776062412363,71.224,1.7411,23.85,13.62,2.6235,2.3742,71,7.8,40,40,1,1,0,
1776062412413,71.274,4.4282,23.89,13.53,2.6235,2.3742,37.3,3.5,40,40,0,0,0,
1776062412463,71.324,6.5782,24.02,13.35,2.6235,2.3742,47.4,6.4,40,40,0,1,0,
1776062412514,71.375,6.5782,24.02,13.35,2.6235,2.3742,47.4,6.4,40,40,0,1,0,
1776062412564,71.425,6.5782,24.02,13.35,2.6235,2.3742,47.4,6.4,40,40,0,1,0,
1776062412629,71.49,5.0176,24.21,13.19,2.6235,2.3742,21,7,40,40,0,0,0,
1776062412679,71.54,3.5438,24.39,13.37,2.6235,2.3742,12.7,17,40,40,0,0,0,
1776062412730,71.591,2.5908,24.57,13.61,2.6235,2.3742,16.5,18.9,40,40,1,0,0,
1776062412780,71.641,2.0745,24.61,13.8,2.6235,2.3742,7.9,1.7,40,40,1,0,0,
1776062412840,71.701,1.7595,24.43,13.94,2.6235,2.3742,7.4,43.3,40,40,1,0,1,
1776062412892,71.753,1.4136,24.14,14.12,2.6235,2.3742,3.6,11.1,40,40,1,0,0,
1776062412961,71.822,1.085,23.85,14.27,2.6235,2.3742,5.3,31.6,40,40,1,0,0,
1776062413011,71.872,0.7904,23.67,14.22,2.6235,2.3742,3.7,8.2,40,40,1,0,0,
1776062413066,71.927,0.6068,23.24,14.4,2.6235,2.3742,7.6,14.1,40,40,1,0,0,
1776062413129,71.99,0.5881,22.83,14.83,2.6235,2.3742,11,22.6,40,40,1,0,0,
1776062413180,72.041,0.6193,22.63,15.17,2.6235,2.3742,14.7,8.1,40,40,1,0,0,
1776062413231,72.092,0.6356,22.53,15.34,2.6235,2.3742,18.2,10.7,40,40,1,0,0,
1776062413297,72.158,0.6585,22.16,15.81,2.6235,2.3742,74.7,17.3,40,40,1,1,0,
1776062413349,72.21,0.6261,21.64,16.22,2.6235,2.3742,271.2,8.4,40,40,1,1,0,
1776062413408,72.269,0.6261,21.64,16.22,2.6235,2.3742,271.2,8.4,40,40,1,1,0,
1776062413464,72.325,0.4918,20.55,16.76,2.6235,2.3742,288.3,16.9,40,40,1,1,0,
1776062413529,72.39,0.6642,20.12,17.01,2.6235,2.3742,266.3,11.3,40,40,1,1,0,
1776062413580,72.441,1.3367,20.09,17.22,2.6235,2.3742,211.9,8.1,40,40,1,1,0,
1776062413630,72.491,2.4806,20.18,17.33,2.6235,2.3742,70.5,7.4,40,40,1,1,0,
1776062413680,72.541,4.1025,20.11,17.3,2.6235,2.3742,58.8,19.3,40,40,0,1,0,
1776062413746,72.607,5.7191,19.76,17.2,2.6235,2.3742,26.2,24.2,40,40,0,0,0,
1776062413797,72.658,5.9706,19.39,17.11,2.6235,2.3742,11.2,42.7,40,40,0,0,1,
1776062413847,72.708,5.9706,19.39,17.11,2.6235,2.3742,15.4,166,40,40,0,0,1,
1776062413907,72.768,5.9706,19.39,17.11,2.6235,2.3742,8.3,190.3,40,40,0,0,1,
1776062413957,72.818,5.7503,19.27,17.07,2.6235,2.3742,7.9,133.3,40,40,0,0,1,
1776062414013,72.874,5.6657,19.26,16.81,2.6235,2.3742,3.9,122.4,40,40,0,0,1,
1776062414063,72.924,6.179,19.84,16.33,2.6235,2.3742,4.6,118.9,40,40,0,0,1,
1776062414130,72.991,7.4136,20.49,16.15,2.6235,2.3742,3.5,148.4,40,40,0,0,1,
1776062414180,73.041,8.1313,20.82,15.97,2.6235,2.3742,4.1,62,40,40,0,0,1,
1776062414230,73.091,7.9879,21.17,15.58,2.6235,2.3742,4,67.8,40,40,0,0,1,
1776062414288,73.149,6.5214,21.22,15.31,2.6235,2.3742,3.1,70.5,40,40,0,0,1,
1776062414338,73.199,5.2232,21.33,15.1,2.6235,2.3742,10.2,53,40,40,0,0,1,
1776062414389,73.25,4.507,21.66,14.93,2.6235,2.3742,3.7,40.3,40,40,0,0,1,
1776062414446,73.307,3.5167,22.05,14.97,2.6235,2.3742,10.2,78.9,40,40,0,0,1,
1776062414496,73.357,3.5167,22.05,14.97,2.6235,2.3742,10.2,78.9,40,40,0,0,1,
1776062414547,73.408,2.7286,22.17,15.17,2.6235,2.3742,4.8,32.1,40,40,0,0,0,
1776062414612,73.473,2.7286,22.17,15.17,2.6235,2.3742,23.3,42.3,40,40,0,0,1,
1776062414662,73.523,2.7286,22.17,15.17,2.6235,2.3742,25.1,22.2,40,40,0,0,0,
1776062414712,73.573,2.5159,22.25,15.21,2.6235,2.3742,145.6,22.7,40,40,1,1,0,
1776062414762,73.623,2.0455,22.47,15.01,2.6235,2.3742,239.5,12.2,40,40,1,1,0,
1776062414812,73.673,1.7472,22.7,14.74,2.6235,2.3742,307.4,21.9,40,40,1,1,0,
1776062414862,73.723,1.544,22.95,14.42,2.6235,2.3742,325,25.1,40,40,1,1,0,
1776062414912,73.773,1.544,22.95,14.42,2.6235,2.3742,325,25.1,40,40,1,1,0,
1776062414963,73.824,1.323,23.1,14.08,2.6235,2.3742,207.3,23.7,40,40,1,1,0,
1776062415013,73.874,1.1816,23.17,13.74,2.6235,2.3742,156.7,25.1,40,40,1,1,0,
1776062415079,73.94,1.4884,23.34,13.31,2.6235,2.3742,129.2,24.2,40,40,1,1,0,
1776062415129,73.99,2.0991,23.6,12.86,2.6235,2.3742,100.2,11.7,40,40,1,1,0,
1776062415179,74.04,2.2677,23.7,12.62,2.6235,2.3742,58.7,21.2,40,40,1,1,0,
1776062415229,74.09,2.0944,23.55,12.63,2.6235,2.3742,49.1,27.6,40,40,1,1,0,
1776062415279,74.14,2.0944,23.55,12.63,2.6235,2.3742,46,28.9,40,40,1,1,0,
1776062415330,74.191,2.0944,23.55,12.63,2.6235,2.3742,58.7,19.1,40,40,1,1,0,
1776062415380,74.241,1.7247,23.04,12.75,2.6235,2.3742,40.6,18.1,40,40,1,1,0,
1776062415444,74.305,1.5115,22.51,12.94,2.6235,2.3742,42.3,26.6,40,40,1,1,0,
1776062415501,74.362,1.2899,22.03,13.15,2.6235,2.3742,28.1,122.8,40,40,1,0,1,
1776062415557,74.418,1.1661,21.71,13.26,2.6235,2.3742,15.6,103,40,40,1,0,1,
1776062415614,74.475,1.1595,21.56,13.21,2.6235,2.3742,4.2,93,40,40,1,0,1,
1776062415680,74.541,1.6433,21.65,13.02,2.6235,2.3742,7.9,78.3,40,40,1,0,1,
1776062415741,74.602,2.9308,21.92,12.8,2.6235,2.3742,3.5,108.2,40,40,0,0,1,
1776062415794,74.655,2.9308,21.92,12.8,2.6235,2.3742,3.5,108.2,40,40,0,0,1,
1776062415851,74.712,7.1327,23.03,12.34,2.6235,2.3742,2,85.2,40,40,0,0,1,
1776062415930,74.791,8.2391,23.96,12,2.6235,2.3742,8.2,70.7,40,40,0,0,1,
1776062415997,74.858,8.9186,25.06,11.65,2.6235,2.3742,1.2,78,40,40,0,0,1,
1776062416063,74.924,8.5902,26.87,10.71,2.6235,2.3742,4.5,98.4,40,40,0,0,1,
1776062416113,74.974,8.5902,26.87,10.71,2.6235,2.3742,4.5,98.4,40,40,0,0,1,
1776062416164,75.025,9.1342,27.45,10.09,2.6235,2.3742,2,74.3,40,40,0,0,1,
1776062416229,75.09,9.4683,27.86,9.47,2.6235,2.3742,3.1,96.9,40,40,0,0,1,
1776062416280,75.141,8.531,28.1,8.91,2.6235,2.3742,1.7,51,40,40,0,0,1,
1776062416344,75.205,7.1208,28.29,8.42,2.6235,2.3742,2.7,56.7,40,40,0,0,1,
1776062416395,75.256,6.0824,28.5,8.02,2.6235,2.3742,2.9,92.6,40,40,0,0,1,
1776062416447,75.308,5.4697,28.58,7.73,2.6235,2.3742,2.6,62.7,40,40,0,0,1,
1776062416513,75.374,5.3378,28.54,7.57,2.6235,2.3742,8.6,45.9,40,40,0,0,1,
1776062416563,75.424,5.3321,28.73,7.56,2.6235,2.3742,2.1,79.6,40,40,0,0,1,
1776062416616,75.477,5.1175,29.08,7.66,2.6235,2.3742,4.1,78.3,40,40,0,0,1,
1776062416674,75.535,4.6282,29.47,7.81,2.6235,2.3742,1.9,51.6,40,40,0,0,1,
1776062416743,75.604,3.8875,29.75,7.97,2.6235,2.3742,0.8,56.5,40,40,0,0,1,
1776062416801,75.662,3.8875,29.75,7.97,2.6235,2.3742,0.8,56.5,40,40,0,0,1,
1776062416862,75.723,4.2524,29.48,8.04,2.6235,2.3742,4.6,65.9,40,40,0,0,1,
1776062416913,75.774,5.9197,29.38,8.02,2.6235,2.3742,4.3,61.3,40,40,0,0,1,
1776062416963,75.824,5.1439,29.06,8.12,2.6235,2.3742,3.4,70.7,40,40,0,0,1,
1776062417013,75.874,5.1439,29.06,8.12,2.6235,2.3742,3.4,70.7,40,40,0,0,1,
1776062417070,75.931,3.5684,28.49,8.4,2.6235,2.3742,4.8,90.2,40,40,0,0,1,
1776062417134,75.995,3.5684,28.49,8.4,2.6235,2.3742,1.1,82.9,40,40,0,0,1,
1776062417193,76.054,3.5684,28.49,8.4,2.6235,2.3742,0.9,73,40,40,0,0,1,
1776062417257,76.118,2.5703,28.1,8.65,2.6235,2.3742,4.3,94.9,40,40,1,0,1,
1776062417313,76.174,2.6056,28.08,8.67,2.6235,2.3742,5.3,65.6,40,40,1,0,1,
1776062417363,76.224,3.2292,28.06,8.61,2.6235,2.3742,6.9,72.7,40,40,0,0,1,
1776062417415,76.276,4.1747,28.14,8.4,2.6235,2.3742,1.1,96.7,40,40,0,0,1,
1776062417476,76.337,5.0982,28.48,8.06,2.6235,2.3742,2.2,76.5,40,40,0,0,1,
1776062417539,76.4,4.3111,28.68,7.96,2.6235,2.3742,2.2,63.2,40,40,0,0,1,
1776062417596,76.457,4.3111,28.68,7.96,2.6235,2.3742,2.2,63.2,40,40,0,0,1,
1776062417661,76.522,2.0601,28.46,8.1,2.6235,2.3742,2.7,78.3,40,40,1,0,1,
1776062417725,76.586,1.4683,28.27,8.05,2.6235,2.3742,6.2,26.6,40,40,1,0,0,
1776062417775,76.636,1.1414,28.07,7.94,2.6235,2.3742,2.2,35.9,40,40,1,0,0,
1776062417840,76.701,0.9677,27.71,7.9,2.6235,2.3742,3.2,21.9,40,40,1,0,0,
1776062417907,76.768,0.832,27.27,8.03,2.6235,2.3742,1.3,31.4,40,40,1,0,0,
1776062417979,76.84,0.7194,26.99,8.33,2.6235,2.3742,2.2,17.6,40,40,1,0,0,
1776062418048,76.909,0.4774,26.79,9.13,2.6235,2.3742,2.5,14.7,40,40,1,0,0,ast_kill
1776062418110,76.971,0.3347,26.57,9.68,2.6235,2.3742,3.8,19.7,40,40,1,0,0,
1776062418175,77.036,0.2837,26.44,10.18,2.6235,2.3742,5.2,24.3,40,40,1,0,0,
1776062418235,77.096,0.3603,26.44,10.52,2.6235,2.3742,4.2,33,40,40,1,0,0,
1776062418295,77.156,0.6604,26.59,10.69,2.6235,2.3742,7.9,25.7,40,40,1,0,0,
1776062418358,77.219,1.1983,26.71,10.8,2.6235,2.3742,8.7,29.6,40,40,1,0,0,
1776062418416,77.277,1.5643,26.67,10.95,2.6235,2.3742,65.6,43.5,40,40,1,0,0,
1776062418483,77.344,1.4467,26.28,11.21,2.6235,2.3742,152.6,23.8,40,40,1,1,0,
1776062418547,77.408,1.1716,25.75,11.5,2.6235,2.3742,284.8,25.4,40,40,1,1,0,
1776062418612,77.473,0.6708,24.24,12.33,2.6235,2.3742,247,36.1,40,40,1,1,0,
1776062418684,77.545,0.554,23.2,12.87,2.6235,2.3742,214.1,21,40,40,1,1,0,
1776062418735,77.596,0.7574,22.58,13.22,2.6235,2.3742,238.6,23.5,40,40,1,1,0,
1776062418804,77.665,1.1339,22.16,13.49,2.6235,2.3742,72.8,23.6,40,40,1,1,0,
1776062418862,77.723,1.3975,21.82,13.79,2.6235,2.3742,102.5,30.1,40,40,1,1,0,
1776062418916,77.777,1.5196,21.57,14.04,2.6235,2.3742,98.1,29.8,40,40,1,1,0,
1776062418977,77.838,1.7619,21.54,14.13,2.6235,2.3742,99.3,18.2,40,40,1,1,0,
1776062419046,77.907,2.619,21.96,14.3,2.6235,2.3742,134.4,13.7,40,40,1,1,0,
1776062419108,77.969,3.047,22.5,14.46,2.6235,2.3742,118.3,19.1,40,40,0,1,0,
1776062419162,78.023,3.2603,22.96,14.63,2.6235,2.3742,104.6,18.2,40,40,0,1,0,
1776062419231,78.092,3.2145,23.15,14.79,2.6235,2.3742,103,17.7,40,40,0,1,0,
1776062419294,78.155,3.2145,23.15,14.79,2.6235,2.3742,103,17.7,40,40,0,1,0,
1776062419362,78.223,1.8145,22.35,15.4,2.6235,2.3742,116.3,23.1,40,40,1,1,0,
1776062419412,78.273,1.8145,22.35,15.4,2.6235,2.3742,116.3,23.1,40,40,1,1,0,
1776062419486,78.347,1.2627,22.18,16.05,2.6235,2.3742,97.9,33.8,40,40,1,1,0,
1776062419552,78.413,1.3404,21.82,16.31,2.6235,2.3742,104.6,23.2,40,40,1,1,0,
1776062419621,78.482,1.8309,21.38,16.41,2.6235,2.3742,88.5,40.1,40,40,1,0,0,
1776062419677,78.538,2.1976,21.17,16.31,2.6235,2.3742,32.7,21.1,40,40,1,0,0,
1776062419735,78.596,2.2324,21.22,16.02,2.6235,2.3742,13.7,23.6,40,40,1,0,0,
1776062419795,78.656,1.9352,21.02,15.86,2.6235,2.3742,68.1,46.5,40,40,1,0,0,
1776062419846,78.707,1.7781,20.87,15.86,2.6235,2.3742,19.7,120.1,40,40,1,0,1,
1776062419896,78.757,1.7781,20.87,15.86,2.6235,2.3742,19.7,120.1,40,40,1,0,1,
1776062419950,78.811,1.7781,20.87,15.86,2.6235,2.3742,19.7,120.1,40,40,1,0,1,
1776062420010,78.871,1.9397,20.6,15.91,2.6235,2.3742,3.8,92.3,40,40,1,0,1,
1776062420076,78.937,2.4307,20.51,15.93,2.6235,2.3742,5.1,88.8,40,40,1,0,1,
1776062420137,78.998,3.9326,20.38,15.96,2.6235,2.3742,4.7,98.6,40,40,0,0,1,
1776062420205,79.066,4.5577,20.36,15.82,2.6235,2.3742,2.7,71.1,40,40,0,0,1,
1776062420267,79.128,4.5577,20.36,15.82,2.6235,2.3742,2.7,79.9,40,40,0,0,1,
1776062420333,79.194,4.5577,20.36,15.82,2.6235,2.3742,2.7,79.9,40,40,0,0,1,
1776062420389,79.25,1.9576,20.34,16.25,2.6235,2.3742,2.4,73.1,40,40,1,0,1,
1776062420449,79.31,1.3321,20.45,16.72,2.6235,2.3742,5.5,78.7,40,40,1,0,1,
1776062420518,79.379,0.9375,20.58,17.39,2.6235,2.3742,3.5,113.7,40,40,1,0,1,
1776062420582,79.443,0.6539,20.6,18.05,2.6235,2.3742,3.2,93.1,40,40,1,0,1,
1776062420643,79.504,0.5785,20.58,18.21,2.6235,2.3742,6.7,83.6,40,40,1,0,1,
1776062420706,79.567,0.5785,20.58,18.21,2.6235,2.3742,5.3,63.5,40,40,1,0,1,
1776062420770,79.631,0.5785,20.58,18.21,2.6235,2.3742,4.1,49.6,40,40,1,0,1,
1776062420831,79.692,0.4256,20.38,18.19,2.6235,2.3742,9.5,13.8,40,40,1,0,0,
1776062420892,79.753,0.443,20.3,18.09,2.6235,2.3742,2.5,45,40,40,1,0,1,
1776062420961,79.822,0.4933,20.39,18,2.6235,2.3742,3.1,37.7,40,40,1,0,0,
1776062421017,79.878,0.4657,20.58,17.91,2.6235,2.3742,6.6,23.8,40,40,1,0,0,
1776062421072,79.933,0.3946,20.67,17.85,2.6235,2.3742,2.6,35.5,40,40,1,0,0,
1776062421131,79.992,0.3596,20.64,17.83,2.6235,2.3742,4,42.4,40,40,1,0,1,
1776062421195,80.056,0.3596,20.64,17.83,2.6235,2.3742,4.7,33.6,40,40,1,0,0,
1776062421245,80.106,0.3596,20.64,17.83,2.6235,2.3742,2.3,35.2,40,40,1,0,0,
1776062421296,80.157,0.3596,20.64,17.83,2.6235,2.3742,3.7,44.7,40,40,1,0,1,
1776062421362,80.223,0.5596,20.48,17.54,2.6235,2.3742,3.4,8.6,40,40,1,0,0,ast_kill
1776062421412,80.273,1.6679,20.29,17.27,2.6235,2.3742,0.6,26.9,40,40,1,0,0,
1776062421462,80.323,3.9144,20.09,17.05,2.6235,2.3742,6.6,15.5,40,40,0,0,0,
1776062421512,80.373,3.9144,20.09,17.05,2.6235,2.3742,6.6,15.5,40,40,0,0,0,
1776062421563,80.424,3.8659,19.91,16.89,2.6235,2.3742,6.1,17.2,40,40,0,0,0,
1776062421629,80.49,2.9071,19.81,16.72,2.6235,2.3742,3.1,22.2,40,40,0,0,0,
1776062421679,80.54,2.255,19.98,16.37,2.6235,2.3742,7.2,24,40,40,1,0,0,
1776062421729,80.59,1.8115,20.2,15.95,2.6235,2.3742,4.3,27.7,40,40,1,0,0,
1776062421779,80.64,1.4843,20.22,15.72,2.6235,2.3742,3.3,28.3,40,40,1,0,0,
1776062421829,80.69,1.2276,19.95,15.68,2.6235,2.3742,4.4,12.8,40,40,1,0,0,
1776062421880,80.741,1.2276,19.95,15.68,2.6235,2.3742,4.5,13.8,40,40,1,0,0,
1776062421946,80.807,1.2276,19.95,15.68,2.6235,2.3742,5.3,14.4,40,40,1,0,0,
1776062422012,80.873,1.2276,19.95,15.68,2.6235,2.3742,5.3,14.4,40,40,1,0,0,
1776062422063,80.924,1.2276,19.95,15.68,2.6235,2.3742,5.7,92.2,40,40,1,0,1,
1776062422130,80.991,2.5434,19.91,15.56,2.6235,2.3742,8.1,79.8,40,40,1,0,1,
1776062422180,81.041,3.6619,19.89,15.45,2.6235,2.3742,5.4,126.1,40,40,0,0,1,
1776062422247,81.108,7.1878,20.14,14.9,2.6235,2.3742,5.4,88.3,40,40,0,0,1,
1776062422312,81.173,8.2729,20.64,14.67,2.6235,2.3742,4.3,26.4,40,40,0,0,0,
1776062422362,81.223,8.9394,21.07,14.48,2.6235,2.3742,2.4,40.5,40,40,0,0,1,
1776062422412,81.273,8.9394,21.07,14.48,2.6235,2.3742,2.4,40.5,40,40,0,0,1,
1776062422462,81.323,8.9394,21.07,14.48,2.6235,2.3742,2.4,40.5,40,40,0,0,1,
1776062422512,81.373,9.6,21.42,14.01,2.6235,2.3742,9.9,40.4,40,40,0,0,1,
1776062422562,81.423,9.7543,21.28,13.74,2.6235,2.3742,3.6,34,40,40,0,0,0,
1776062422612,81.473,9.8491,21.12,13.43,2.6235,2.3742,6.4,40.5,40,40,0,0,1,
1776062422669,81.53,9.9073,21.17,13.05,2.6235,2.3742,1.5,40.8,40,40,0,0,1,
1776062422729,81.59,9.9073,21.17,13.05,2.6235,2.3742,1.5,40.8,40,40,0,0,1,
1776062422779,81.64,9.9212,21.22,12.91,2.6235,2.3742,2.7,36.2,40,40,0,0,0,
1776062422829,81.69,9.9651,21.78,12.18,2.6235,2.3742,3.4,16.6,40,40,0,0,0,
1776062422879,81.74,9.9785,22.24,11.64,2.6235,2.3742,4.2,27.9,40,40,0,0,0,
1776062422929,81.79,9.9868,22.65,11.21,2.6235,2.3742,10.7,36.1,40,40,0,0,0,
1776062422980,81.841,9.9905,22.87,11.05,2.6235,2.3742,8.9,29.4,40,40,0,0,0,
1776062423048,81.909,9.995,23.26,10.82,2.6235,2.3742,107.2,13.5,40,40,0,1,0,
1776062423108,81.969,9.9969,23.62,10.66,2.6235,2.3742,141.6,19.3,40,40,0,1,0,
1776062423173,82.034,9.9981,24.11,10.5,2.6235,2.3742,195.1,18.6,40,40,0,1,0,
1776062423234,82.095,9.9988,24.71,10.31,2.6235,2.3742,150.6,12.1,40,40,0,1,0,
1776062423286,82.147,9.9993,25.07,10.16,2.6235,2.3742,19.8,30.6,40,40,0,0,0,
1776062423346,82.207,9.4166,25.19,10.11,2.6235,2.3742,38.2,24.7,40,40,0,0,0,
1776062423412,82.273,8.5901,25.15,10.11,2.6235,2.3742,43.1,15.7,40,40,0,1,0,
1776062423474,82.335,8.5901,25.15,10.11,2.6235,2.3742,9,39.8,40,40,0,0,0,
1776062423530,82.391,8.5901,25.15,10.11,2.6235,2.3742,15.8,17,40,40,0,0,0,
1776062423582,82.443,8.5901,25.15,10.11,2.6235,2.3742,8.1,26.8,40,40,0,0,0,
1776062423647,82.508,8.8016,25.13,10.09,2.6235,2.3742,17.4,23.1,40,40,0,0,0,
1776062423708,82.569,9.264,25.24,10.01,2.6235,2.3742,30,12.7,40,40,0,0,0,
1776062423762,82.623,9.4683,25.42,9.93,2.6235,2.3742,42.7,17.4,40,40,0,1,0,
1776062423828,82.689,9.7224,26.19,9.22,2.6235,2.3742,166.9,39.9,40,40,0,1,0,
1776062423879,82.74,9.7995,26.62,8.81,2.6235,2.3742,163.8,26.8,40,40,0,1,0,
1776062423929,82.79,9.8953,27.45,7.85,2.6235,2.3742,70.2,30.1,40,40,0,1,0,
1776062423995,82.856,9.8953,27.45,7.85,2.6235,2.3742,70.2,30.1,40,40,0,1,0,
1776062424052,82.913,9.2895,28.34,6.2,2.6235,2.3742,14.5,15.3,40,40,0,0,0,
1776062424116,82.977,9.5637,28.95,5.81,2.6235,2.3742,22.7,32.3,40,40,0,0,0,
1776062424178,83.039,9.732,29.62,5.35,2.6235,2.3742,7,27.3,40,40,0,0,0,
1776062424229,83.09,9.8354,30.35,4.81,2.6235,2.3742,17,14.5,40,40,0,0,0,
1776062424282,83.143,9.8811,30.92,4.39,2.6235,2.3742,6.9,21.5,40,40,0,0,0,
1776062424341,83.202,9.927,31.91,3.67,2.6235,2.3742,2.5,16.5,40,40,0,0,0,
1776062424395,83.256,9.9379,32.26,3.42,2.6235,2.3742,7.9,22.4,40,40,0,0,0,
1776062424445,83.306,9.9472,32.61,3.19,2.6235,2.3742,9.9,28.9,40,40,0,0,0,
1776062424495,83.356,9.9472,32.61,3.19,2.6235,2.3742,9.9,28.9,40,40,0,0,0,
1776062424545,83.406,6.7142,34,2.86,2.6235,2.3742,5.3,18,40,40,0,0,0,
1776062424595,83.456,4.5462,33.82,3.13,2.6235,2.3742,44.4,32.6,40,40,0,1,0,
1776062424645,83.506,3.2385,33.84,3.34,2.6235,2.3742,92.3,20.9,40,40,0,1,0,
1776062424695,83.556,3.2385,33.84,3.34,2.6235,2.3742,92.3,20.9,40,40,0,1,0,
1776062424749,83.61,2.4245,33.98,3.47,2.6235,2.3742,290.9,25.2,40,40,1,1,0,
1776062424812,83.673,1.8329,34.02,3.58,2.6235,2.3742,254,23.9,40,40,1,1,0,
1776062424862,83.723,1.4609,34.04,3.63,2.6235,2.3742,222.8,27.1,40,40,1,1,0,
1776062424912,83.773,1.359,34.12,3.58,2.6235,2.3742,70.4,20.5,40,40,1,1,0,
1776062424962,83.823,1.2289,34.07,3.62,2.6235,2.3742,93.3,16.9,40,40,1,1,0,
1776062425012,83.873,1.248,33.87,3.77,2.6235,2.3742,79.9,15.1,40,40,1,1,0,
1776062425062,83.923,2.1435,33.7,3.91,2.6235,2.3742,56.3,14.1,40,40,1,1,0,
1776062425112,83.973,2.1435,33.7,3.91,2.6235,2.3742,56.3,14.1,40,40,1,1,0,
1776062425162,84.023,3.5339,33.52,4.03,2.6235,2.3742,36.9,30.8,40,40,0,0,0,
1776062425212,84.073,4.1298,33.23,4.18,2.6235,2.3742,30.5,30.5,40,40,0,0,0,
1776062425262,84.123,3.831,32.83,4.4,2.6235,2.3742,24.6,21.5,40,40,0,0,0,
1776062425312,84.173,3.293,32.34,4.63,2.6235,2.3742,21.8,11,40,40,0,0,0,
1776062425362,84.223,3.149,32.18,4.69,2.6235,2.3742,19.8,15.8,40,40,0,0,0,
1776062425413,84.274,3.149,32.18,4.69,2.6235,2.3742,19.8,15.8,40,40,0,0,0,
1776062425479,84.34,2.6053,31.61,4.98,2.6235,2.3742,50.7,22,40,40,1,1,0,
1776062425545,84.406,2.4147,31.52,5.06,2.6235,2.3742,44,19.5,40,40,1,1,0,
1776062425595,84.456,2.4147,31.52,5.06,2.6235,2.3742,44,19.5,40,40,1,1,0,
1776062425645,84.506,2.5815,31.44,5.25,2.6235,2.3742,39,12.4,40,40,1,0,0,
1776062425695,84.556,4.1667,31.48,5.36,2.6235,2.3742,127.9,14.5,40,40,0,1,0,
1776062425745,84.606,6.325,31.43,5.43,2.6235,2.3742,77.8,17.1,40,40,0,1,0,
1776062425795,84.656,7.7431,31.39,5.49,2.6235,2.3742,137,10.2,40,40,0,1,0,
1776062425845,84.706,8.614,31.31,5.55,2.6235,2.3742,93.3,30.4,40,40,0,1,0,
1776062425895,84.756,8.614,31.31,5.55,2.6235,2.3742,93.3,30.4,40,40,0,1,0,
1776062425945,84.806,8.1588,31.19,5.61,2.6235,2.3742,59.4,7.3,40,40,0,1,0,
1776062425995,84.856,5.435,30.86,5.87,2.6235,2.3742,43.6,10.3,40,40,0,1,0,
1776062426046,84.907,4.7623,30.76,5.99,2.6235,2.3742,67.4,14,40,40,0,1,0,
1776062426096,84.957,4.1749,30.61,6.15,2.6235,2.3742,58.8,15.5,40,40,0,1,0,
1776062426146,85.007,4.0721,30.45,6.29,2.6235,2.3742,44.1,15.5,40,40,0,1,0,
1776062426211,85.072,4.0721,30.45,6.29,2.6235,2.3742,44.1,15.5,40,40,0,1,0,
1776062426262,85.123,4.9146,30.41,6.41,2.6235,2.3742,23.3,5.2,40,40,0,0,0,
1776062426313,85.174,5.6624,30.72,6.43,2.6235,2.3742,22.1,13,40,40,0,0,0,
1776062426370,85.231,5.3657,30.86,6.53,2.6235,2.3742,13,12.8,40,40,0,0,0,
1776062426437,85.298,4.5285,30.8,6.73,2.6235,2.3742,8.9,12.8,40,40,0,0,0,
1776062426508,85.369,3.4351,30.43,7.12,2.6235,2.3742,11.7,17.4,40,40,0,0,0,
1776062426566,85.427,2.9178,30.1,7.34,2.6235,2.3742,46,12.8,40,40,0,1,0,
1776062426628,85.489,2.6888,29.96,7.43,2.6235,2.3742,21.9,10,40,40,0,0,0,
1776062426679,85.54,2.4363,29.79,7.53,2.6235,2.3742,62.3,10.9,40,40,1,1,0,
1776062426729,85.59,2.4363,29.79,7.53,2.6235,2.3742,225.6,18.1,40,40,1,1,0,
1776062426779,85.64,2.4363,29.79,7.53,2.6235,2.3742,142.7,29.2,40,40,1,1,0,
1776062426837,85.698,2.4363,29.79,7.53,2.6235,2.3742,197.5,13.9,40,40,1,1,0,
1776062426895,85.756,2.4109,29.58,7.6,2.6235,2.3742,201.6,17,40,40,1,1,0,
1776062426945,85.806,2.284,29.45,7.73,2.6235,2.3742,191.2,15.4,40,40,1,1,0,
1776062426995,85.856,1.9615,29.34,8.01,2.6235,2.3742,97.8,14.4,40,40,1,1,0,
1776062427051,85.912,1.7547,29.16,8.27,2.6235,2.3742,138.3,24.1,40,40,1,1,0,
1776062427106,85.967,1.418,28.54,8.89,2.6235,2.3742,145.9,14.7,40,40,1,1,0,
1776062427180,86.041,1.1924,27.86,9.41,2.6235,2.3742,54.2,21.2,40,40,1,1,0,
1776062427243,86.104,0.989,27.02,9.96,2.6235,2.3742,120.3,19.1,40,40,1,1,0,
1776062427295,86.156,0.8435,26.1,10.43,2.6235,2.3742,108.9,10.8,40,40,1,1,0,
1776062427362,86.223,0.7903,25.3,10.71,2.6235,2.3742,63.7,7.8,40,40,1,1,0,
1776062427412,86.273,0.7167,24.84,10.88,2.6235,2.3742,58.2,11.7,40,40,1,1,0,
