Timestamp,Label,Arm_Ch1,Arm_Ch2,Arm_Ch3,Arm_Ch4,Arm_Ch5,Arm_Ch6,Leg_Ch1
1775823144.2292187,Snare,1280,1377,2032,1344,1232,1281,524
1775823144.2296276,Snare,1280,1377,2033,1329,1249,1280,520
1775823144.2299635,Snare,1297,1329,2032,1297,1232,1280,514
1775823144.2302923,Snare,1297,1345,2032,1312,1232,1296,508
1775823144.2310598,Snare,1328,1361,2032,1313,1233,1297,506
1775823144.2322528,Snare,1329,1329,2033,1312,1248,1312,505
1775823144.2337248,Snare,1328,1345,2033,1360,1248,1328,503
1775823144.234053,Snare,1312,1360,2033,1344,1264,1312,507
1775823144.2343879,Snare,1248,1361,2032,1424,1265,1296,514
1775823144.2347255,Snare,1281,1360,2032,1408,1265,1280,518
1775823144.2350495,Snare,1296,1329,2032,1313,1249,1281,521
1775823144.2353718,Snare,1313,1345,2032,1329,1264,1312,520
1775823144.2357104,Snare,1313,1329,2032,1328,1264,1329,516
1775823144.236033,Snare,1329,1329,2032,1280,1249,1329,512
1775823144.2363813,Snare,1360,1296,2032,1280,1249,1328,509
1775823144.2367413,Snare,1297,1312,2032,1312,1249,1329,505
1775823144.2370796,Snare,1281,1297,2032,1297,1264,1312,505
1775823144.2374012,Snare,1281,1296,2032,1312,1265,1297,507
1775823144.237723,Snare,1281,1312,2033,1249,1281,1264,515
1775823144.2380407,Snare,1297,1376,2032,1264,1297,1280,519
1775823144.2383733,Snare,1297,1360,2032,1329,1296,1312,524
1775823144.2386904,Snare,1312,1328,2032,1313,1296,1328,522
1775823144.2390208,Snare,1328,1328,2032,1360,1280,1328,515
1775823144.2393436,Snare,1329,1329,2032,1312,1281,1328,510
1775823144.2396574,Snare,1328,1344,2032,1328,1281,1313,506
1775823144.2399862,Snare,1312,1344,2032,1280,1280,1297,506
1775823144.2403066,Snare,1265,1328,2033,1264,1312,1296,501
1775823144.2406378,Snare,1265,1313,2033,1313,1328,1264,508
1775823144.2409525,Snare,1281,1297,2032,1233,1328,1248,512
1775823144.2412677,Snare,1297,1280,2033,1248,1329,1264,519
1775823144.2416034,Snare,1297,1344,2032,1265,1313,1296,521
1775823144.2419224,Snare,1313,1377,2032,1265,1312,1361,518
1775823144.2422378,Snare,1312,1328,2033,1249,1313,1313,514
1775823144.2425606,Snare,1312,1313,2032,1265,1312,1313,510
1775823144.242875,Snare,1312,1328,2033,1280,1313,1313,506
1775823144.2431993,Snare,1328,1313,2033,1312,1312,1313,503
1775823144.2435205,Snare,1312,1329,2032,1296,1329,1312,503
1775823144.2438493,Snare,1280,1328,2033,1313,1344,1296,506
1775823144.2441812,Snare,1297,1313,2032,1280,1329,1281,510
1775823144.2444978,Snare,1297,1313,2032,1296,1329,1297,518
1775823144.244812,Snare,1296,1329,2032,1281,1344,1297,521
1775823144.2451723,Snare,1328,1313,2033,1329,1328,1313,519
1775823144.2455099,Snare,1344,1328,2033,1345,1313,1312,513
1775823144.2458217,Snare,1345,1361,2032,1376,1328,1313,507
1775823144.246134,Snare,1312,1265,2033,1248,1329,1312,506
1775823144.246458,Snare,1329,1248,2033,1249,1328,1312,504
1775823144.2467763,Snare,1296,1297,2033,1280,1313,1297,503
1775823144.2470946,Snare,1280,1312,2033,1249,1297,1280,505
1775823144.2474115,Snare,1281,1376,2032,1313,1329,1264,511
1775823144.2477937,Snare,1296,1329,2033,1377,1345,1281,518
1775823144.2481544,Snare,1328,1313,2032,1328,1312,1312,520
1775823144.248478,Snare,1345,1296,2032,1296,1312,1296,520
1775823144.248809,Snare,1328,1265,2017,1153,1312,1297,514
1775823144.249132,Snare,1296,1296,2033,1217,1313,1280,508
1775823144.2494488,Snare,1281,1328,2033,1248,1329,1281,507
1775823144.249765,Snare,1296,1344,2032,1248,1313,1264,503
1775823144.2500796,Snare,1297,1328,2032,1264,1344,1281,502
1775823144.2503948,Snare,1313,1313,2033,1280,1344,1264,506
1775823144.2507112,Snare,1313,1361,2032,1328,1344,1265,512
1775823144.251037,Snare,1280,1344,2032,1329,1328,1281,518
1775823144.2513516,Snare,1296,1329,2032,1249,1312,1280,521
1775823144.2516644,Snare,1296,1313,2032,1217,1312,1297,521
1775823144.2519808,Snare,1296,1312,2033,1280,1312,1296,514
1775823144.2522967,Snare,1312,1296,2032,1297,1313,1281,509
1775823144.252627,Snare,1312,1280,2032,1264,1328,1297,506
1775823144.2529519,Snare,1312,1312,2032,1296,1345,1297,503
1775823144.2532675,Snare,1312,1360,2032,1329,1345,1297,503
1775823144.2535846,Snare,1313,1329,2033,1233,1344,1296,506
1775823144.2538993,Snare,1344,1344,2032,1281,1345,1297,514
1775823144.2542133,Snare,1345,1328,2032,1281,1361,1297,519
1775823144.254531,Snare,1312,1344,2032,1312,1345,1281,521
1775823144.2548614,Snare,1328,1360,2033,1265,1344,1281,518
1775823144.2551744,Snare,1329,1329,2032,1280,1344,1296,514
1775823144.2554982,Snare,1312,1296,2032,1361,1344,1313,510
1775823144.2558131,Snare,1328,1329,2033,1425,1329,1313,507
1775823144.256139,Snare,1329,1328,2033,1376,1345,1297,503
1775823144.2564647,Snare,1312,1297,2033,1248,1345,1297,503
1775823144.256778,Snare,1329,1313,2033,1248,1345,1297,506
1775823144.2571065,Snare,1344,1313,2032,1312,1361,1280,511
1775823144.25742,Snare,1360,1361,2032,1280,1360,1296,518
1775823144.2577455,Snare,1313,1328,2032,1249,1345,1297,522
1775823144.2580795,Snare,1344,1328,2033,1216,1345,1312,519
1775823144.2583933,Snare,1313,1328,2033,1265,1328,1312,517
1775823144.2587082,Snare,1312,1344,2032,1297,1344,1297,509
1775823144.2590253,Snare,1312,1313,2033,1344,1328,1297,506
1775823144.2593377,Snare,1313,1329,2032,1297,1312,1281,503
1775823144.2596898,Snare,1296,1329,2033,1296,1297,1249,503
1775823144.2600024,Snare,1281,1345,2032,1313,1328,1264,504
1775823144.2603145,Snare,1296,1313,2033,1312,1329,1248,510
1775823144.2606273,Snare,1296,1329,2032,1280,1328,1248,519
1775823144.2609417,Snare,1313,1296,2033,1248,1328,1264,519
1775823144.2612581,Snare,1328,1296,2033,1264,1313,1297,521
1775823144.2615798,Snare,1329,1313,2032,1265,1313,1297,515
1775823144.2618966,Snare,1281,1377,2033,1248,1328,1280,509
1775823144.2622252,Snare,1328,1344,2033,1297,1328,1264,505
1775823144.262538,Snare,1328,1328,2032,1297,1312,1264,504
1775823144.2628493,Snare,1297,1328,2032,1296,1297,1265,503
1775823144.2631738,Snare,1281,1313,2032,1233,1312,1281,506
1775823144.2634852,Snare,1297,1312,2033,1264,1312,1265,510
1775823144.2639449,Snare,1313,1312,2032,1297,1313,1249,520
1775823144.264432,Snare,1328,1328,2033,1312,1312,1232,522
1775823144.2649317,Snare,1312,1345,2033,1345,1312,1217,519
1775823144.2653046,Snare,1345,1296,2032,1377,1312,1312,516
1775823144.2656536,Snare,1360,1281,2032,1281,1296,1328,509
1775823144.266008,Snare,1344,1329,2032,1297,1312,1312,507
1775823144.2663429,Snare,1312,1360,2032,1313,1312,1297,502
1775823144.2666824,Snare,1328,1312,2032,1296,1313,1297,504
1775823144.267009,Snare,1313,1297,2032,1265,1329,1281,502
1775823144.2673645,Snare,1296,1296,2033,1280,1329,1265,511
1775823144.2676926,Snare,1296,1312,2032,1296,1313,1264,518
1775823144.2680333,Snare,1281,1329,2032,1280,1328,1265,522
1775823144.2683783,Snare,1296,1328,2033,1281,1329,1280,520
1775823144.2687047,Snare,1296,1361,2033,1361,1312,1281,515
1775823144.269028,Snare,1312,1344,2032,1329,1328,1296,508
1775823144.2693808,Snare,1313,1329,2033,1344,1313,1281,504
1775823144.2697017,Snare,1313,1328,2032,1296,1312,1296,504
1775823144.2700222,Snare,1344,1313,2032,1265,1329,1312,501
1775823144.2703593,Snare,1328,1312,2032,1232,1329,1264,505
1775823144.270681,Snare,1329,1345,2033,1217,1328,1217,510
1775823144.2710059,Snare,1313,1328,2033,1232,1312,1184,516
1775823144.2713344,Snare,1280,1345,2032,1328,1312,1185,521
1775823144.2716625,Snare,1297,1329,2032,1329,1313,1280,518
1775823144.2719898,Snare,1313,1345,2033,1312,1312,1377,515
1775823144.2723098,Snare,1313,1344,2032,1360,1312,1361,509
1775823144.2726436,Snare,1313,1328,2033,1264,1296,1313,507
1775823144.2729664,Snare,1329,1328,2032,1281,1296,1313,503
1775823144.2732842,Snare,1329,1312,2032,1312,1281,1297,502
1775823144.273604,Snare,1312,1297,2032,1233,1281,1281,504
1775823144.2739263,Snare,1312,1344,2033,1217,1297,1313,509
1775823144.2742443,Snare,1297,1328,2033,1248,1297,1297,518
1775823144.2746089,Snare,1296,1297,2033,1264,1296,1312,519
1775823144.27495,Snare,1296,1281,2032,1184,1296,1329,520
1775823144.2752686,Snare,1281,1312,2032,1233,1296,1312,516
1775823144.275584,Snare,1329,1328,2033,1360,1297,1328,510
1775823144.2759054,Snare,1344,1297,2032,1232,1281,1345,505
1775823144.2762458,Snare,1313,1328,2032,1233,1296,1312,504
1775823144.2768323,Snare,1313,1329,2033,1264,1297,1297,506
1775823144.277153,Snare,1312,1313,2033,1297,1312,1297,505
1775823144.2774744,Snare,1297,1312,2033,1297,1297,1281,511
1775823144.277792,Snare,1281,1360,2032,1376,1297,1248,519
1775823144.278118,Snare,1281,1296,2032,1248,1312,1248,521
1775823144.2784424,Snare,1296,1281,2033,1232,1313,1249,521
1775823144.2787607,Snare,1313,1313,2033,1313,1313,1281,516
1775823144.279081,Snare,1312,1313,2033,1249,1296,1264,511
1775823144.2794044,Snare,1296,1312,2032,1201,1313,1265,506
1775823144.2798717,Snare,1296,1313,2033,1216,1329,1265,505
1775823144.2802286,Snare,1281,1296,2032,1249,1345,1280,503
1775823144.280612,Snare,1280,1296,2032,1248,1344,1249,506
1775823144.2809806,Snare,1280,1313,2033,1297,1329,1232,511
1775823144.2813156,Snare,1296,1297,2032,1297,1328,1232,519
1775823144.2816477,Snare,1313,1312,2033,1312,1329,1280,522
1775823144.281973,Snare,1312,1312,2032,1297,1313,1280,520
1775823144.2823012,Snare,1328,1296,2033,1281,1329,1329,517
1775823144.2826443,Snare,1312,1312,2032,1265,1344,1328,510
1775823144.282969,Snare,1280,1313,2032,1281,1361,1312,507
1775823144.283297,Snare,1280,1328,2033,1281,1361,1313,504
1775823144.283621,Snare,1280,1296,2033,1296,1361,1280,505
1775823144.2839434,Snare,1281,1280,2017,1313,1345,1297,504
1775823144.2842703,Snare,1297,1344,2033,1377,1344,1296,509
1775823144.2845924,Snare,1296,1313,2033,1377,1344,1297,517
1775823144.2849376,Snare,1296,1328,2033,1329,1344,1265,521
1775823144.2852697,Snare,1296,1296,2033,1249,1344,1249,520
1775823144.2855885,Snare,1280,1313,2032,1233,1344,1280,518
1775823144.2859206,Snare,1280,1296,2032,1281,1328,1280,511
1775823144.2862499,Snare,1297,1296,2032,1280,1345,1296,506
1775823144.2865653,Snare,1328,1312,2033,1280,1360,1297,504
1775823144.2868917,Snare,1312,1329,2033,1328,1361,1281,504
1775823144.2872074,Snare,1313,1313,2032,1329,1361,1281,506
1775823144.2875192,Snare,1281,1280,2032,1281,1344,1249,512
1775823144.287837,Snare,1265,1296,2033,1329,1344,1297,517
1775823144.2881498,Snare,1264,1281,2032,1297,1345,1280,523
1775823144.2884624,Snare,1280,1345,2032,1248,1345,1265,522
1775823144.2887862,Snare,1280,1328,2033,1249,1345,1296,518
1775823144.2891123,Snare,1280,1280,2033,1313,1361,1297,512
1775823144.289431,Snare,1281,1281,2033,1312,1345,1281,507
1775823144.2897441,Snare,1296,1313,2032,1265,1360,1296,503
1775823144.2900963,Snare,1297,1344,2032,1329,1361,1296,504
1775823144.2904117,Snare,1280,1328,2032,1360,1361,1280,504
1775823144.2907255,Snare,1281,1313,2033,1281,1344,1249,511
1775823144.2910538,Snare,1296,1328,2033,1312,1328,1233,518
1775823144.2913768,Snare,1281,1297,2032,1265,1329,1265,522
1775823144.2916987,Snare,1232,1297,2032,1344,1313,1296,522
1775823144.292011,Snare,1248,1329,2032,1329,1312,1313,518
1775823144.2923229,Snare,1232,1344,2032,1344,1328,1296,512
1775823144.2926354,Snare,1264,1328,2033,1265,1344,1312,507
1775823144.2929502,Snare,1264,1297,2033,1217,1345,1281,506
1775823144.2932668,Snare,1265,1280,2032,1249,1344,1281,504
1775823144.29359,Snare,1248,1328,2033,1265,1328,1280,504
1775823144.2939005,Snare,1264,1329,2032,1312,1328,1297,510
1775823144.2942214,Snare,1281,1376,2033,1248,1313,1313,518
1775823144.294533,Snare,1248,1281,2032,1217,1297,1296,521
1775823144.294848,Snare,1265,1232,2033,1232,1312,1280,524
1775823144.2952046,Snare,1265,1297,2033,1264,1329,1296,519
1775823144.2955306,Snare,1265,1296,2032,1249,1313,1297,510
1775823144.29585,Snare,1264,1377,2032,1312,1313,1296,506
1775823144.2961867,Snare,1265,1329,2033,1312,1296,1296,504
1775823144.2965107,Snare,1280,1360,2032,1328,1313,1297,504
1775823144.2968352,Snare,1280,1312,2033,1265,1313,1281,503
1775823144.2971532,Snare,1296,1312,2032,1264,1297,1265,507
1775823144.2974749,Snare,1344,1312,2033,1296,1296,1281,518
1775823144.297791,Snare,1329,1296,2033,1312,1297,1281,521
1775823144.2981231,Snare,1280,1264,2032,1249,1296,1313,521
1775823144.2984412,Snare,1232,1281,2032,1280,1312,1313,516
1775823144.2987666,Snare,1233,1313,2032,1233,1313,1280,513
1775823144.2990894,Snare,1217,1329,2033,1265,1345,1264,507
1775823144.2994206,Snare,1232,1376,2032,1297,1345,1265,504
1775823144.29974,Snare,1249,1360,2032,1312,1361,1296,501
1775823144.3000643,Snare,1280,1376,2032,1297,1344,1280,504
1775823144.3003936,Snare,1297,1312,2033,1248,1297,1265,509
1775823144.30071,Snare,1344,1281,2032,1265,1313,1312,517
1775823144.301028,Snare,1328,1312,2032,1297,1312,1344,522
1775823144.3013437,Snare,1281,1297,2033,1280,1312,1297,520
1775823144.301665,Snare,1265,1313,2032,1313,1329,1297,513
1775823144.3019876,Snare,1233,1296,2032,1281,1328,1313,509
1775823144.3023114,Snare,1248,1312,2032,1313,1345,1281,506
1775823144.3026242,Snare,1264,1313,2032,1297,1345,1296,505
1775823144.3029366,Snare,1264,1328,2033,1280,1344,1296,502
1775823144.3032513,Snare,1248,1297,2032,1232,1361,1297,502
1775823144.3035667,Snare,1248,1312,2032,1265,1345,1297,509
1775823144.303877,Snare,1265,1344,2033,1328,1328,1297,515
1775823144.3041925,Snare,1296,1392,2033,1313,1313,1296,521
1775823144.3045044,Snare,1296,1313,2033,1312,1313,1296,519
1775823144.3048162,Snare,1233,1313,2032,1313,1329,1312,517
1775823144.3051283,Snare,1249,1280,2032,1248,1313,1296,508
1775823144.3054788,Snare,1265,1345,2033,1313,1344,1312,507
1775823144.3057907,Snare,1281,1361,2033,1312,1360,1280,504
1775823144.3061016,Snare,1281,1393,2032,1264,1344,1264,503
1775823144.3064256,Snare,1264,1312,2032,1280,1344,1264,504
1775823144.3067386,Snare,1296,1296,2032,1280,1345,1296,508
1775823144.3070574,Snare,1297,1313,2033,1281,1313,1329,517
1775823144.30738,Snare,1296,1296,2032,1265,1312,1328,524
1775823144.3076968,Snare,1281,1313,2032,1296,1312,1296,520
1775823144.3080192,Snare,1249,1312,2033,1328,1344,1280,518
1775823144.3083305,Snare,1233,1328,2032,1344,1329,1264,512
1775823144.3086429,Snare,1265,1313,2032,1297,1345,1281,509
1775823144.3089578,Snare,1265,1312,2032,1233,1344,1281,504
1775823144.3092685,Snare,1265,1296,2032,1169,1361,1281,501
1775823144.3095832,Snare,1297,1312,2033,1217,1329,1297,505
1775823144.309908,Snare,1296,1345,2032,1281,1329,1281,508
1775823144.310219,Snare,1296,1344,2033,1312,1329,1297,516
1775823144.3105345,Snare,1297,1329,2033,1248,1313,1297,520
1775823144.310905,Snare,1297,1361,2032,1264,1312,1296,521
1775823144.3113449,Snare,1296,1345,2032,1249,1313,1328,518
1775823144.3116772,Snare,1281,1313,2033,1248,1313,1296,511
1775823144.3120182,Snare,1280,1313,2032,1232,1296,1296,507
1775823144.3123436,Snare,1296,1328,2032,1280,1329,1280,507
1775823144.312668,Snare,1280,1312,2033,1233,1328,1281,504
1775823144.313024,Snare,1265,1329,2033,1232,1312,1249,504
1775823144.3133445,Snare,1281,1329,2033,1296,1313,1265,509
1775823144.3136613,Snare,1281,1360,2033,1392,1296,1281,516
1775823144.3140042,Snare,1297,1281,2033,1201,1297,1281,521
1775823144.3143284,Snare,1329,1345,2033,1201,1296,1280,521
1775823144.314661,Snare,1345,1328,2033,1232,1296,1312,515
1775823144.3149798,Snare,1345,1360,2032,1265,1312,1345,512
1775823144.3153036,Snare,1328,1345,2032,1265,1328,1344,506
1775823144.3156388,Snare,1297,1344,2033,1264,1313,1280,504
1775823144.3159606,Snare,1296,1312,2032,1313,1313,1265,504
1775823144.3162944,Snare,1280,1328,2032,1312,1296,1264,502
1775823144.3166213,Snare,1265,1328,2032,1345,1296,1265,508
1775823144.316942,Snare,1296,1313,2032,1360,1281,1280,515
1775823144.3172646,Snare,1281,1265,2033,1329,1280,1265,523
1775823144.3175972,Snare,1265,1265,2033,1313,1280,1264,521
1775823144.317917,Snare,1264,1296,2033,1265,1281,1297,517
1775823144.3182395,Snare,1280,1361,2033,1297,1265,1297,510
1775823144.318568,Snare,1297,1392,2032,1377,1281,1297,506
1775823144.3188913,Snare,1296,1361,2033,1281,1296,1281,504
1775823144.3192437,Snare,1296,1344,2032,1264,1281,1280,503
1775823144.3195684,Snare,1296,1329,2033,1312,1280,1297,503
1775823144.319892,Snare,1296,1344,2033,1328,1296,1297,507
1775823144.3202417,Snare,1296,1329,2033,1249,1264,1281,516
1775823144.3205585,Snare,1297,1312,2033,1249,1265,1280,522
1775823144.3208864,Snare,1297,1345,2033,1280,1264,1280,521
1775823144.3212197,Snare,1280,1313,2032,1329,1281,1281,517
1775823144.3215384,Snare,1281,1281,2033,1296,1264,1281,512
1775823144.32193,Snare,1296,1360,2032,1313,1280,1280,507
1775823144.3222694,Snare,1312,1297,2033,1313,1281,1280,503
1775823144.3225849,Snare,1328,1312,2033,1376,1280,1297,504
1775823144.3228977,Snare,1329,1281,2032,1329,1281,1297,504
1775823144.3232143,Snare,1312,1296,2033,1296,1281,1280,509
1775823144.3235312,Snare,1280,1328,2032,1217,1264,1265,520
1775823144.3238428,Snare,1296,1328,2033,1264,1280,1248,522
1775823144.3241613,Snare,1312,1345,2032,1281,1281,1248,522
1775823144.3244803,Snare,1312,1361,2032,1265,1281,1296,521
1775823144.324805,Snare,1313,1376,2033,1297,1265,1281,513
1775823144.3251233,Snare,1313,1329,2032,1297,1264,1313,507
1775823144.3254378,Snare,1313,1297,2033,1280,1280,1280,505
1775823144.3257506,Snare,1296,1297,2032,1281,1281,1265,504
1775823144.3260841,Snare,1296,1313,2033,1345,1280,1232,502
1775823144.3264039,Snare,1296,1313,2033,1344,1280,1264,510
1775823144.326717,Snare,1312,1329,2032,1329,1281,1312,519
1775823144.3272014,Snare,1312,1344,2032,1345,1265,1280,522
1775823144.3275523,Snare,1344,1360,2032,1329,1281,1264,521
1775823144.3278744,Snare,1345,1312,2032,1217,1265,1296,518
1775823144.3281908,Snare,1313,1328,2032,1328,1280,1360,512
1775823144.3285072,Snare,1328,1329,2032,1344,1296,1344,507
1775823144.3288317,Snare,1361,1312,2032,1329,1296,1312,506
1775823144.3291733,Snare,1328,1328,2032,1345,1312,1297,501
1775823144.3295147,Snare,1297,1328,2033,1216,1297,1296,503
1775823144.32985,Snare,1328,1329,2016,1233,1296,1281,507
1775823144.3301663,Snare,1296,1313,2033,1345,1296,1265,515
1775823144.3304856,Snare,1297,1329,2032,1392,1296,1297,520
1775823144.3308082,Snare,1297,1377,2032,1521,1280,1297,521
1775823144.3311245,Snare,1297,1409,2032,1425,1312,1280,517
1775823144.331453,Snare,1281,1297,2033,1169,1313,1280,512
1775823144.3317678,Snare,1280,1297,2032,1169,1312,1264,508
1775823144.3320844,Snare,1313,1312,2033,1233,1329,1265,504
1775823144.33242,Snare,1313,1328,2032,1249,1345,1281,505
1775823144.3327377,Snare,1329,1328,2033,1265,1329,1297,505
1775823144.3330522,Snare,1313,1329,2032,1313,1328,1297,507
1775823144.333366,Snare,1329,1313,2033,1329,1329,1296,513
1775823144.3336773,Snare,1312,1328,2032,1344,1312,1296,520
1775823144.3339987,Snare,1328,1313,2032,1328,1313,1312,521
1775823144.3343155,Snare,1296,1281,2032,1329,1313,1281,517
1775823144.3346367,Snare,1312,1313,2033,1328,1328,1280,511
1775823144.3350005,Snare,1313,1345,2032,1137,1344,1297,506
1775823144.3353148,Snare,1296,1376,2033,1232,1329,1281,504
1775823144.3356462,Snare,1313,1345,2032,1249,1344,1281,503
1775823144.335966,Snare,1329,1361,2032,1265,1328,1297,501
1775823144.3362775,Snare,1328,1344,2032,1232,1297,1296,508
1775823144.3366015,Snare,1328,1329,2032,1281,1312,1313,519
1775823144.3369277,Snare,1345,1281,2033,1249,1329,1313,521
1775823144.3372471,Snare,1312,1296,2033,1264,1312,1297,522
1775823144.3375742,Snare,1328,1328,2033,1312,1313,1297,519
1775823144.337889,Snare,1312,1344,2032,1424,1329,1280,514
1775823144.3382044,Snare,1297,1360,2032,1360,1328,1280,507
1775823144.3385208,Snare,1296,1329,2033,1152,1329,1296,507
1775823144.338847,Snare,1312,1296,2033,1201,1344,1280,504
1775823144.3391788,Snare,1329,1345,2033,1345,1345,1312,503
1775823144.3394957,Snare,1328,1360,2032,1392,1329,1296,509
1775823144.3398266,Snare,1328,1377,2032,1377,1312,1280,515
1775823144.340159,Snare,1312,1344,2032,1265,1312,1281,521
1775823144.3404882,Snare,1296,1313,2032,1328,1312,1264,520
1775823144.340812,Snare,1280,1313,2033,1312,1312,1265,521
1775823144.3411267,Snare,1281,1328,2033,1313,1313,1265,514
1775823144.3414488,Snare,1296,1328,2033,1216,1328,1297,507
1775823144.3417673,Snare,1297,1328,2033,1297,1344,1280,506
1775823144.3420804,Snare,1313,1297,2032,1312,1344,1297,504
1775823144.342392,Snare,1313,1297,2032,1249,1345,1296,503
1775823144.3427775,Snare,1313,1312,2033,1264,1344,1313,508
1775823144.343126,Snare,1329,1329,2032,1265,1329,1313,514
1775823144.3434584,Snare,1345,1313,2033,1265,1329,1329,522
1775823144.3437974,Snare,1328,1313,2032,1345,1328,1313,523
1775823144.344114,Snare,1328,1312,2032,1313,1296,1313,518
1775823144.344447,Snare,1312,1312,2032,1297,1313,1280,514
1775823144.3447776,Snare,1281,1265,2032,1328,1312,1264,508
1775823144.345094,Snare,1265,1297,2032,1312,1329,1249,505
1775823144.345422,Snare,1265,1281,2033,1281,1344,1248,506
1775823144.3457413,Snare,1296,1313,2033,1280,1345,1265,504
1775823144.3460824,Snare,1297,1360,2033,1313,1313,1265,506
1775823144.3463962,Snare,1312,1344,2032,1264,1281,1296,514
1775823144.3467135,Snare,1296,1312,2033,1265,1281,1296,522
1775823144.347028,Snare,1281,1344,2033,1249,1297,1281,522
1775823144.3473434,Snare,1281,1328,2032,1296,1297,1280,519
1775823144.3476558,Snare,1312,1312,2032,1297,1297,1281,514
1775823144.3479795,Snare,1312,1313,2032,1280,1297,1280,507
1775823144.3482928,Snare,1296,1296,2032,1264,1313,1249,504
1775823144.3486044,Snare,1264,1329,2033,1281,1312,1248,504
1775823144.348926,Snare,1281,1312,2033,1297,1313,1297,502
1775823144.349239,Snare,1329,1345,2032,1313,1329,1296,508
1775823144.3495533,Snare,1345,1360,2032,1328,1312,1281,513
1775823144.3498652,Snare,1313,1344,2032,1313,1312,1232,521
1775823144.35018,Snare,1296,1344,2033,1360,1297,1233,521
1775823144.3504908,Snare,1296,1312,2032,1296,1296,1296,520
1775823144.3508017,Snare,1281,1281,2032,1281,1296,1360,512
1775823144.3511555,Snare,1281,1265,2032,1264,1297,1313,507
1775823144.3514814,Snare,1312,1280,2032,1361,1312,1313,505
1775823144.351795,Snare,1312,1328,2032,1457,1313,1296,503
1775823144.3521078,Snare,1313,1328,2033,1392,1328,1312,502
1775823144.352419,Snare,1313,1280,2032,1248,1329,1280,507
1775823144.352731,Snare,1280,1329,2032,1216,1312,1249,513
1775823144.353052,Snare,1281,1361,2032,1201,1297,1249,521
1775823144.3533645,Snare,1281,1328,2033,1233,1297,1280,521
1775823144.353678,Snare,1280,1344,2032,1329,1296,1281,521
1775823144.3539877,Snare,1281,1361,2032,1344,1312,1249,513
1775823144.354298,Snare,1280,1376,2032,1440,1297,1249,507
1775823144.3546097,Snare,1264,1328,2033,1328,1312,1249,505
1775823144.3549347,Snare,1281,1265,2032,1216,1312,1297,503
1775823144.355253,Snare,1296,1281,2032,1233,1313,1328,502
1775823144.3555818,Snare,1312,1296,2032,1313,1313,1313,506
1775823144.355893,Snare,1328,1344,2032,1264,1313,1297,514
1775823144.356216,Snare,1344,1329,2032,1296,1296,1312,522
1775823144.3565466,Snare,1328,1313,2033,1265,1297,1328,520
1775823144.3568575,Snare,1281,1329,2033,1345,1297,1296,520
1775823144.3571854,Snare,1280,1345,2033,1377,1297,1249,514
1775823144.3574982,Snare,1280,1328,2033,1312,1297,1249,506
1775823144.357823,Snare,1329,1312,2032,1265,1329,1249,503
1775823144.3581667,Snare,1328,1328,2032,1216,1313,1265,503
1775823144.3584974,Snare,1297,1329,2032,1201,1313,1265,503
1775823144.3588247,Snare,1328,1345,2033,1248,1329,1376,508
1775823144.3591397,Snare,1312,1328,2032,1265,1312,1312,514
1775823144.3594604,Snare,1312,1313,2032,1280,1313,1280,520
1775823144.3597906,Snare,1281,1296,2033,1264,1312,1264,521
1775823144.3601036,Snare,1280,1312,2032,1281,1296,1249,521
1775823144.3604183,Snare,1296,1312,2032,1265,1296,1264,513
1775823144.360738,Snare,1264,1313,2033,1313,1297,1297,509
1775823144.3610513,Snare,1281,1329,2033,1345,1296,1312,505
1775823144.3613698,Snare,1280,1312,2033,1393,1312,1232,503
1775823144.361701,Snare,1281,1297,2032,1312,1312,1217,503
1775823144.362029,Snare,1297,1329,2033,1328,1329,1280,506
1775823144.3623686,Snare,1297,1329,2032,1265,1328,1312,513
1775823144.3626814,Snare,1281,1281,2033,1168,1297,1313,520
1775823144.3629942,Snare,1280,1313,2032,1184,1281,1296,522
1775823144.3633106,Snare,1296,1297,2033,1217,1264,1281,519
1775823144.3636322,Snare,1296,1296,2033,1264,1281,1313,515
1775823144.3639603,Snare,1296,1313,2033,1313,1296,1313,509
1775823144.3642774,Snare,1280,1328,2033,1313,1296,1265,505
1775823144.364598,Snare,1296,1328,2033,1264,1296,1216,504
1775823144.3649583,Snare,1296,1313,2032,1297,1312,1216,503
1775823144.3653224,Snare,1312,1297,2033,1312,1312,1200,507
1775823144.3656805,Snare,1313,1297,2033,1296,1296,1297,514
1775823144.3660102,Snare,1328,1313,2032,1328,1296,1313,520
1775823144.3663518,Snare,1296,1296,2033,1329,1281,1296,522
1775823144.3667896,Snare,1281,1312,2033,1360,1280,1329,516
1775823144.3671143,Snare,1297,1297,2033,1232,1280,1296,512
1775823144.3674982,Snare,1297,1312,2032,1313,1297,1297,506
1775823144.3679338,Snare,1312,1344,2032,1424,1312,1281,503
1775823144.3682976,Snare,1328,1361,2033,1425,1329,1345,502
1775823144.3686275,Snare,1296,1296,2032,1184,1328,1328,501
1775823144.3689458,Snare,1280,1312,2033,1201,1312,1296,505
1775823144.3692818,Snare,1280,1312,2033,1232,1312,1329,515
1775823144.369602,Snare,1312,1329,2032,1265,1312,1296,521
1775823144.3699336,Snare,1313,1328,2032,1296,1297,1264,522
1775823144.370255,Snare,1328,1313,2033,1296,1297,1280,517
1775823144.3705826,Snare,1296,1296,2033,1312,1297,1297,512
1775823144.3709004,Snare,1296,1280,2032,1264,1297,1296,508
